样本ID | P | R | F1
legal_question_answering_65584 | 0.7518 | 0.7483 | 0.7500
legal_question_answering_56942 | 0.5123 | 0.5817 | 0.5448
legal_question_answering_19210 | 0.7410 | 0.8127 | 0.7752
legal_question_answering_19761 | 0.6460 | 0.7542 | 0.6959
legal_question_answering_49779 | 0.4542 | 0.2943 | 0.3572
legal_question_answering_14783 | 0.7992 | 0.7257 | 0.7607
legal_question_answering_9483 | 0.7306 | 0.7968 | 0.7623
legal_question_answering_62155 | 0.6091 | 0.6331 | 0.6209
legal_question_answering_26677 | 0.6880 | 0.7073 | 0.6975
legal_question_answering_62404 | 0.6990 | 0.7144 | 0.7066
legal_question_answering_67573 | 0.5531 | 0.8141 | 0.6587
legal_question_answering_16831 | 0.7719 | 0.7553 | 0.7635
legal_question_answering_29804 | 0.6709 | 0.6505 | 0.6605
legal_question_answering_412 | 0.7574 | 0.6134 | 0.6778
legal_question_answering_68186 | 0.0000 | 0.0000 | 0.0000
legal_question_answering_4482 | 0.6465 | 0.5847 | 0.6141
legal_question_answering_52936 | 0.7821 | 0.7273 | 0.7537
legal_question_answering_57837 | 0.6005 | 0.6345 | 0.6170
legal_question_answering_69359 | 0.3639 | 0.6830 | 0.4749
legal_question_answering_54955 | 0.6441 | 0.7510 | 0.6934
legal_question_answering_7271 | 0.7151 | 0.6686 | 0.6911
legal_question_answering_32504 | 0.7593 | 0.7430 | 0.7511
legal_question_answering_79610 | 0.5388 | 0.7174 | 0.6154
legal_question_answering_61011 | 0.6270 | 0.6695 | 0.6475
legal_question_answering_71902 | 0.3831 | 0.4673 | 0.4210
legal_question_answering_48724 | 0.7425 | 0.7050 | 0.7232
legal_question_answering_62531 | 0.6193 | 0.7742 | 0.6881
legal_question_answering_50690 | 0.0000 | 0.0000 | 0.0000
legal_question_answering_46526 | 0.7461 | 0.7084 | 0.7268
legal_question_answering_20723 | 0.7983 | 0.7636 | 0.7806
legal_question_answering_16638 | 0.6275 | 0.7385 | 0.6785
legal_question_answering_52708 | 0.4518 | 0.2998 | 0.3604
legal_question_answering_73023 | 0.3127 | 0.4642 | 0.3737
legal_question_answering_78379 | 0.7958 | 0.6873 | 0.7376
legal_question_answering_12165 | 0.6899 | 0.6651 | 0.6773
legal_question_answering_9341 | 0.8112 | 0.7506 | 0.7798
legal_question_answering_32480 | 0.7622 | 0.7991 | 0.7802
legal_question_answering_73401 | 0.3314 | 0.7114 | 0.4522
legal_question_answering_69120 | 0.3487 | 0.7379 | 0.4736
legal_question_answering_4952 | 0.7550 | 0.7727 | 0.7638
legal_question_answering_56117 | 0.7380 | 0.7302 | 0.7341
legal_question_answering_33378 | 0.7462 | 0.7271 | 0.7365
legal_question_answering_48709 | 0.6952 | 0.6502 | 0.6720
legal_question_answering_2703 | 0.7216 | 0.7077 | 0.7146
legal_question_answering_37117 | 0.7114 | 0.7141 | 0.7128
legal_question_answering_24947 | 0.7954 | 0.7753 | 0.7852
legal_question_answering_63948 | 0.7695 | 0.7144 | 0.7409
legal_question_answering_35424 | 0.7596 | 0.7813 | 0.7703
legal_question_answering_13382 | 0.6560 | 0.5805 | 0.6159
legal_question_answering_7153 | 0.6558 | 0.5326 | 0.5878
legal_question_answering_6129 | 0.6626 | 0.6455 | 0.6539
legal_question_answering_10501 | 0.6965 | 0.6522 | 0.6736
legal_question_answering_11250 | 0.6393 | 0.6370 | 0.6382
legal_question_answering_59680 | 0.7113 | 0.6490 | 0.6788
legal_question_answering_42883 | 0.7518 | 0.7779 | 0.7646
legal_question_answering_2268 | 0.7196 | 0.7087 | 0.7141
legal_question_answering_51032 | 0.0000 | 0.0000 | 0.0000
legal_question_answering_49324 | 0.6982 | 0.6523 | 0.6745
legal_question_answering_12419 | 0.6547 | 0.6143 | 0.6338
legal_question_answering_73154 | 0.3386 | 0.6578 | 0.4471
legal_question_answering_30243 | 0.7875 | 0.8753 | 0.8291
legal_question_answering_40326 | 0.7788 | 0.7558 | 0.7671
legal_question_answering_79042 | 0.7181 | 0.7057 | 0.7119
legal_question_answering_30237 | 0.6841 | 0.7205 | 0.7018
legal_question_answering_52332 | 0.7794 | 0.7381 | 0.7582
legal_question_answering_67593 | 0.5213 | 0.7635 | 0.6196
legal_question_answering_807 | 0.6842 | 0.6637 | 0.6738
legal_question_answering_36902 | 0.7666 | 0.8264 | 0.7954
legal_question_answering_55730 | 0.4831 | 0.3423 | 0.4007
legal_question_answering_21858 | 0.7105 | 0.7365 | 0.7233
legal_question_answering_75707 | 0.7832 | 0.7022 | 0.7405
legal_question_answering_66645 | 0.4602 | 0.7654 | 0.5748
legal_question_answering_77424 | 0.7503 | 0.6613 | 0.7030
legal_question_answering_6277 | 0.6834 | 0.6729 | 0.6781
legal_question_answering_3927 | 0.7273 | 0.6866 | 0.7064
legal_question_answering_74039 | 0.3399 | 0.4883 | 0.4008
legal_question_answering_20512 | 0.7152 | 0.7771 | 0.7449
legal_question_answering_39643 | 0.7561 | 0.7608 | 0.7584
legal_question_answering_31181 | 0.7369 | 0.7206 | 0.7287
legal_question_answering_70750 | 0.3328 | 0.4648 | 0.3879
legal_question_answering_76029 | 0.9835 | 0.9926 | 0.9880
legal_question_answering_653 | 0.7289 | 0.6057 | 0.6616
legal_question_answering_66015 | 0.6068 | 0.6466 | 0.6261
legal_question_answering_38233 | 0.6850 | 0.7144 | 0.6994
legal_question_answering_35632 | 0.7666 | 0.7360 | 0.7510
legal_question_answering_26821 | 0.7167 | 0.6634 | 0.6891
legal_question_answering_12883 | 0.6489 | 0.6948 | 0.6711
legal_question_answering_23618 | 0.8025 | 0.8521 | 0.8266
legal_question_answering_64072 | 0.6428 | 0.5488 | 0.5921
legal_question_answering_4592 | 0.6432 | 0.5718 | 0.6054
legal_question_answering_8882 | 0.6865 | 0.6427 | 0.6639
legal_question_answering_47280 | 0.7000 | 0.7274 | 0.7134
legal_question_answering_27138 | 0.7298 | 0.7935 | 0.7603
legal_question_answering_52598 | 0.4849 | 0.3005 | 0.3711
legal_question_answering_25619 | 0.7428 | 0.6998 | 0.7207
legal_question_answering_77446 | 0.7337 | 0.6532 | 0.6911
legal_question_answering_67259 | 0.4701 | 0.8134 | 0.5959
legal_question_answering_51080 | 0.5408 | 0.3040 | 0.3892
legal_question_answering_72299 | 0.3517 | 0.5525 | 0.4298
legal_question_answering_63711 | 0.6708 | 0.6900 | 0.6803
legal_question_answering_2083 | 0.7062 | 0.6245 | 0.6629
legal_question_answering_2303 | 0.6693 | 0.5643 | 0.6124
legal_question_answering_59190 | 0.6580 | 0.7604 | 0.7055
legal_question_answering_9925 | 0.6349 | 0.6214 | 0.6281
legal_question_answering_3675 | 0.7103 | 0.7210 | 0.7156
legal_question_answering_67830 | 0.3711 | 0.7784 | 0.5026
legal_question_answering_42781 | 0.7287 | 0.7417 | 0.7351
legal_question_answering_45512 | 0.7696 | 0.7578 | 0.7637
legal_question_answering_75725 | 0.8050 | 0.7976 | 0.8013
legal_question_answering_55600 | 0.4752 | 0.2820 | 0.3539
legal_question_answering_35792 | 0.6245 | 0.6981 | 0.6593
legal_question_answering_9785 | 0.6627 | 0.6470 | 0.6548
legal_question_answering_786 | 0.6808 | 0.7296 | 0.7044
legal_question_answering_54130 | 0.8039 | 0.7318 | 0.7662
legal_question_answering_3293 | 0.6522 | 0.7341 | 0.6907
legal_question_answering_69087 | 0.3536 | 0.4933 | 0.4119
legal_question_answering_25000 | 0.7542 | 0.7454 | 0.7497
legal_question_answering_45058 | 0.6135 | 0.5105 | 0.5573
legal_question_answering_6502 | 0.6389 | 0.6978 | 0.6671
legal_question_answering_58179 | 0.6113 | 0.6950 | 0.6504
legal_question_answering_34461 | 0.7541 | 0.7696 | 0.7618
legal_question_answering_59883 | 0.0000 | 0.0000 | 0.0000
legal_question_answering_72538 | 0.3553 | 0.5055 | 0.4173
legal_question_answering_12610 | 0.7171 | 0.7328 | 0.7249
legal_question_answering_2322 | 0.6629 | 0.6659 | 0.6644
legal_question_answering_3382 | 0.7315 | 0.6620 | 0.6950
legal_question_answering_40754 | 0.7138 | 0.7393 | 0.7263
legal_question_answering_34968 | 0.7527 | 0.7479 | 0.7503
legal_question_answering_7070 | 0.0000 | 0.0000 | 0.0000
legal_question_answering_6532 | 0.6669 | 0.7858 | 0.7215
legal_question_answering_27473 | 0.6732 | 0.7538 | 0.7112
legal_question_answering_71838 | 0.3782 | 0.7519 | 0.5033
legal_question_answering_14023 | 0.5935 | 0.5490 | 0.5704
legal_question_answering_44135 | 0.6910 | 0.7534 | 0.7209
legal_question_answering_42315 | 0.6982 | 0.7306 | 0.7141
legal_question_answering_45475 | 0.7364 | 0.7445 | 0.7404
legal_question_answering_62880 | 0.6011 | 0.5083 | 0.5509
legal_question_answering_57169 | 0.7083 | 0.7433 | 0.7254
legal_question_answering_18980 | 0.8084 | 0.7265 | 0.7653
legal_question_answering_12158 | 0.5813 | 0.6161 | 0.5982
legal_question_answering_78271 | 0.4236 | 0.6238 | 0.5046
legal_question_answering_78196 | 0.6847 | 0.6218 | 0.6518
legal_question_answering_19565 | 0.7358 | 0.7292 | 0.7325
legal_question_answering_32506 | 0.5905 | 0.6307 | 0.6099
legal_question_answering_5120 | 0.7542 | 0.7606 | 0.7574
legal_question_answering_24457 | 0.7294 | 0.7569 | 0.7429
legal_question_answering_67082 | 0.5009 | 0.7645 | 0.6052
legal_question_answering_12014 | 0.6997 | 0.7037 | 0.7017
legal_question_answering_79527 | 0.7725 | 0.6483 | 0.7050
legal_question_answering_62802 | 0.6492 | 0.5851 | 0.6155
legal_question_answering_37639 | 0.6408 | 0.5066 | 0.5659
legal_question_answering_16761 | 0.7578 | 0.7320 | 0.7447
legal_question_answering_67601 | 0.4975 | 0.8491 | 0.6274
legal_question_answering_54418 | 0.8169 | 0.7648 | 0.7900
legal_question_answering_9897 | 0.7850 | 0.6127 | 0.6882
legal_question_answering_31107 | 0.7123 | 0.6802 | 0.6959
legal_question_answering_36570 | 0.8017 | 0.7717 | 0.7864
legal_question_answering_79587 | 0.7303 | 0.6050 | 0.6618
legal_question_answering_47853 | 0.7433 | 0.7153 | 0.7291
legal_question_answering_38494 | 0.7320 | 0.6544 | 0.6910
legal_question_answering_75759 | 0.7473 | 0.9271 | 0.8275
legal_question_answering_74543 | 0.3575 | 0.5457 | 0.4320
legal_question_answering_35650 | 0.7858 | 0.7454 | 0.7651
legal_question_answering_71579 | 0.3513 | 0.6472 | 0.4554
legal_question_answering_49194 | 0.7623 | 0.7218 | 0.7415
legal_question_answering_9450 | 0.6823 | 0.5663 | 0.6189
legal_question_answering_9466 | 0.6607 | 0.6708 | 0.6657
legal_question_answering_41568 | 0.7356 | 0.7742 | 0.7544
legal_question_answering_6474 | 0.6112 | 0.5833 | 0.5969
legal_question_answering_74972 | 0.7198 | 0.6923 | 0.7058
legal_question_answering_73947 | 0.3486 | 0.5110 | 0.4145
legal_question_answering_46831 | 0.8023 | 0.6911 | 0.7425
legal_question_answering_78973 | 0.6391 | 0.6863 | 0.6618
legal_question_answering_76443 | 0.8159 | 0.8119 | 0.8139
legal_question_answering_3899 | 0.6216 | 0.5746 | 0.5972
legal_question_answering_4933 | 0.7946 | 0.7089 | 0.7493
legal_question_answering_42155 | 0.8156 | 0.7931 | 0.8042
legal_question_answering_75979 | 0.7885 | 0.7021 | 0.7428
legal_question_answering_15741 | 0.7245 | 0.6671 | 0.6946
legal_question_answering_51169 | 0.5250 | 0.5993 | 0.5597
legal_question_answering_24329 | 0.8117 | 0.8285 | 0.8200
legal_question_answering_17742 | 0.7023 | 0.5513 | 0.6177
legal_question_answering_10456 | 0.6955 | 0.5889 | 0.6378
legal_question_answering_14096 | 0.6797 | 0.7281 | 0.7031
legal_question_answering_37029 | 0.7662 | 0.7730 | 0.7696
legal_question_answering_6534 | 0.7409 | 0.7365 | 0.7387
legal_question_answering_17833 | 0.7284 | 0.7034 | 0.7157
legal_question_answering_57764 | 0.6992 | 0.7174 | 0.7082
legal_question_answering_38768 | 0.7338 | 0.7571 | 0.7453
legal_question_answering_45184 | 0.6946 | 0.7543 | 0.7232
legal_question_answering_32423 | 0.7600 | 0.7481 | 0.7540
legal_question_answering_73441 | 0.3486 | 0.4747 | 0.4020
legal_question_answering_46352 | 0.7345 | 0.7824 | 0.7577
legal_question_answering_3709 | 0.7364 | 0.7719 | 0.7537
legal_question_answering_1289 | 0.5950 | 0.6292 | 0.6116
legal_question_answering_4344 | 0.6539 | 0.6724 | 0.6631
legal_question_answering_18317 | 0.6688 | 0.6136 | 0.6400
legal_question_answering_49673 | 0.7688 | 0.7803 | 0.7745
legal_question_answering_70726 | 0.3665 | 0.4896 | 0.4192
legal_question_answering_479 | 0.6740 | 0.6939 | 0.6838
legal_question_answering_8778 | 0.7421 | 0.7156 | 0.7286
legal_question_answering_76145 | 0.7891 | 0.8706 | 0.8279
legal_question_answering_67124 | 0.4384 | 0.7401 | 0.5506
legal_question_answering_23337 | 0.7900 | 0.8407 | 0.8146
legal_question_answering_79228 | 0.7169 | 0.6390 | 0.6757
legal_question_answering_47458 | 0.6922 | 0.7593 | 0.7242
legal_question_answering_2283 | 0.5991 | 0.6421 | 0.6199
legal_question_answering_60087 | 0.5368 | 0.6121 | 0.5720
legal_question_answering_5570 | 0.6998 | 0.7537 | 0.7257
legal_question_answering_59076 | 0.6959 | 0.7647 | 0.7287
legal_question_answering_11166 | 0.6180 | 0.6010 | 0.6094
legal_question_answering_42939 | 0.6108 | 0.7022 | 0.6533
legal_question_answering_59500 | 0.6507 | 0.6286 | 0.6395
legal_question_answering_17168 | 0.7921 | 0.8442 | 0.8173
legal_question_answering_63359 | 0.6880 | 0.7420 | 0.7140
legal_question_answering_10935 | 0.7579 | 0.7679 | 0.7629
legal_question_answering_51611 | 0.4743 | 0.2699 | 0.3440
legal_question_answering_17334 | 0.7605 | 0.7762 | 0.7682
legal_question_answering_54355 | 0.4452 | 0.5398 | 0.4879
legal_question_answering_8732 | 0.6278 | 0.5985 | 0.6128
legal_question_answering_25945 | 0.7888 | 0.7129 | 0.7490
legal_question_answering_54830 | 0.7082 | 0.8162 | 0.7584
legal_question_answering_35713 | 0.7134 | 0.7156 | 0.7145
legal_question_answering_76690 | 0.6892 | 0.7240 | 0.7062
legal_question_answering_1519 | 0.6944 | 0.7517 | 0.7219
legal_question_answering_27468 | 0.7685 | 0.6540 | 0.7066
legal_question_answering_41740 | 0.7619 | 0.7830 | 0.7723
legal_question_answering_33597 | 0.7399 | 0.7641 | 0.7518
legal_question_answering_66485 | 0.4301 | 0.8031 | 0.5602
legal_question_answering_22879 | 0.7236 | 0.7251 | 0.7244
legal_question_answering_58415 | 0.7194 | 0.7527 | 0.7357
legal_question_answering_40808 | 0.7114 | 0.7377 | 0.7243
legal_question_answering_816 | 0.6339 | 0.6222 | 0.6280
legal_question_answering_39652 | 0.7226 | 0.7159 | 0.7192
legal_question_answering_55490 | 0.4908 | 0.3035 | 0.3751
legal_question_answering_47019 | 0.8029 | 0.7644 | 0.7832
legal_question_answering_58445 | 0.6612 | 0.7119 | 0.6856
legal_question_answering_6179 | 0.6896 | 0.7180 | 0.7035
legal_question_answering_16454 | 0.6139 | 0.6333 | 0.6235
legal_question_answering_912 | 0.6489 | 0.7514 | 0.6964
legal_question_answering_29458 | 0.7858 | 0.6364 | 0.7032
legal_question_answering_31122 | 0.7777 | 0.7973 | 0.7874
legal_question_answering_49871 | 0.6737 | 0.7074 | 0.6901
legal_question_answering_18609 | 0.7808 | 0.7950 | 0.7879
legal_question_answering_75024 | 0.9973 | 0.9950 | 0.9961
legal_question_answering_69147 | 0.3439 | 0.4863 | 0.4029
legal_question_answering_15337 | 0.7248 | 0.6337 | 0.6762
legal_question_answering_47991 | 0.7229 | 0.7119 | 0.7174
legal_question_answering_14578 | 0.6302 | 0.6506 | 0.6402
legal_question_answering_69792 | 0.3406 | 0.6007 | 0.4347
legal_question_answering_71064 | 0.3968 | 0.7557 | 0.5204
legal_question_answering_48982 | 0.8320 | 0.8615 | 0.8465
legal_question_answering_42722 | 0.6733 | 0.7344 | 0.7026
legal_question_answering_29044 | 0.7354 | 0.7357 | 0.7356
legal_question_answering_30794 | 0.7495 | 0.7139 | 0.7312
legal_question_answering_35938 | 0.6763 | 0.7155 | 0.6953
legal_question_answering_13470 | 0.7126 | 0.6826 | 0.6973
legal_question_answering_32336 | 0.7321 | 0.6441 | 0.6853
legal_question_answering_33243 | 0.7863 | 0.8277 | 0.8065
legal_question_answering_4260 | 0.7164 | 0.6938 | 0.7049
legal_question_answering_34256 | 0.7888 | 0.7611 | 0.7747
legal_question_answering_77051 | 0.7853 | 0.9142 | 0.8448
legal_question_answering_70765 | 0.4017 | 0.7548 | 0.5244
legal_question_answering_38708 | 0.6493 | 0.7389 | 0.6912
legal_question_answering_13648 | 0.7135 | 0.5807 | 0.6403
legal_question_answering_19992 | 0.7785 | 0.7265 | 0.7516
legal_question_answering_13310 | 0.7217 | 0.5942 | 0.6517
legal_question_answering_2301 | 0.6254 | 0.6668 | 0.6454
legal_question_answering_57793 | 0.7703 | 0.7317 | 0.7505
legal_question_answering_56733 | 0.6892 | 0.7372 | 0.7124
legal_question_answering_50833 | 0.7196 | 0.8158 | 0.7646
legal_question_answering_72752 | 0.3583 | 0.5411 | 0.4311
legal_question_answering_53789 | 0.6206 | 0.7096 | 0.6621
legal_question_answering_64657 | 0.6533 | 0.6422 | 0.6477
legal_question_answering_62057 | 0.6038 | 0.6709 | 0.6355
legal_question_answering_6924 | 0.7960 | 0.6763 | 0.7313
legal_question_answering_72842 | 0.2755 | 0.4397 | 0.3388
legal_question_answering_77751 | 0.7937 | 0.7979 | 0.7958
legal_question_answering_36696 | 0.6798 | 0.6443 | 0.6616
legal_question_answering_55745 | 0.7920 | 0.7283 | 0.7588
legal_question_answering_52824 | 0.4969 | 0.3097 | 0.3816
legal_question_answering_27840 | 0.7824 | 0.7493 | 0.7655
legal_question_answering_42061 | 0.8027 | 0.7262 | 0.7626
legal_question_answering_61357 | 0.6015 | 0.6336 | 0.6171
legal_question_answering_66917 | 0.4643 | 0.7256 | 0.5663
legal_question_answering_55825 | 0.6181 | 0.7612 | 0.6822
legal_question_answering_29721 | 0.7906 | 0.7225 | 0.7550
legal_question_answering_76054 | 0.5515 | 0.8544 | 0.6703
legal_question_answering_63952 | 0.6169 | 0.6792 | 0.6465
legal_question_answering_8898 | 0.6277 | 0.6436 | 0.6355
legal_question_answering_60510 | 0.6625 | 0.6500 | 0.6562
legal_question_answering_70030 | 0.4175 | 0.5423 | 0.4718
legal_question_answering_35234 | 0.6789 | 0.7174 | 0.6976
legal_question_answering_71739 | 0.3530 | 0.5227 | 0.4214
legal_question_answering_50260 | 0.8347 | 0.7513 | 0.7908
legal_question_answering_15540 | 0.6687 | 0.5819 | 0.6223
legal_question_answering_46328 | 0.7422 | 0.8291 | 0.7832
legal_question_answering_78989 | 0.8346 | 0.8305 | 0.8326
legal_question_answering_22977 | 0.7181 | 0.7247 | 0.7214
legal_question_answering_75388 | 0.8085 | 0.7408 | 0.7732
legal_question_answering_20965 | 0.7003 | 0.7711 | 0.7340
legal_question_answering_79023 | 0.5767 | 0.9306 | 0.7121
legal_question_answering_72540 | 0.3541 | 0.6387 | 0.4556
legal_question_answering_29775 | 0.8666 | 0.8487 | 0.8576
legal_question_answering_65142 | 0.7611 | 0.7032 | 0.7310
legal_question_answering_40217 | 0.8128 | 0.8049 | 0.8088
legal_question_answering_18233 | 0.7622 | 0.7407 | 0.7513
legal_question_answering_50038 | 0.6586 | 0.6901 | 0.6739
legal_question_answering_35165 | 0.7606 | 0.7304 | 0.7452
legal_question_answering_55293 | 0.4863 | 0.2929 | 0.3656
legal_question_answering_11346 | 0.5999 | 0.6245 | 0.6120
legal_question_answering_11383 | 0.7166 | 0.5875 | 0.6457
legal_question_answering_37333 | 0.6379 | 0.5235 | 0.5751
legal_question_answering_76180 | 0.3847 | 0.5868 | 0.4647
legal_question_answering_45354 | 0.7770 | 0.7728 | 0.7749
legal_question_answering_72404 | 0.3731 | 0.5421 | 0.4420
legal_question_answering_65522 | 0.8070 | 0.7832 | 0.7950
legal_question_answering_56713 | 0.5930 | 0.6395 | 0.6153
legal_question_answering_49556 | 0.7853 | 0.7581 | 0.7714
legal_question_answering_45558 | 0.7316 | 0.8496 | 0.7862
legal_question_answering_68918 | 0.3599 | 0.7347 | 0.4831
legal_question_answering_26354 | 0.7820 | 0.8663 | 0.8220
legal_question_answering_32459 | 0.7120 | 0.8182 | 0.7614
legal_question_answering_27419 | 0.0000 | 0.0000 | 0.0000
legal_question_answering_77411 | 0.7501 | 0.7032 | 0.7259
legal_question_answering_52251 | 0.4728 | 0.5220 | 0.4962
legal_question_answering_37691 | 0.7083 | 0.6373 | 0.6710
legal_question_answering_26985 | 0.8652 | 0.9060 | 0.8852
legal_question_answering_37705 | 0.7369 | 0.6547 | 0.6934
legal_question_answering_1416 | 0.5905 | 0.6635 | 0.6249
legal_question_answering_57301 | 0.6035 | 0.6733 | 0.6365
legal_question_answering_70344 | 0.6555 | 0.6559 | 0.6557
legal_question_answering_20774 | 0.6456 | 0.7100 | 0.6763
legal_question_answering_38795 | 0.7155 | 0.7592 | 0.7367
legal_question_answering_15067 | 0.6123 | 0.6147 | 0.6135
legal_question_answering_37946 | 0.6739 | 0.7187 | 0.6956
legal_question_answering_49478 | 0.7380 | 0.8038 | 0.7695
legal_question_answering_34659 | 0.7044 | 0.6854 | 0.6947
legal_question_answering_7606 | 0.6728 | 0.7268 | 0.6987
legal_question_answering_66137 | 0.6681 | 0.6573 | 0.6627
legal_question_answering_17733 | 0.7334 | 0.7210 | 0.7272
legal_question_answering_44330 | 0.7904 | 0.7962 | 0.7933
legal_question_answering_16984 | 0.7398 | 0.7071 | 0.7231
legal_question_answering_66639 | 0.4860 | 0.7774 | 0.5981
legal_question_answering_70065 | 0.3886 | 0.6307 | 0.4809
legal_question_answering_6714 | 0.6357 | 0.5739 | 0.6032
legal_question_answering_33365 | 0.6859 | 0.6338 | 0.6588
legal_question_answering_68455 | 0.5539 | 0.9011 | 0.6861
legal_question_answering_27670 | 0.0000 | 0.0000 | 0.0000
legal_question_answering_13666 | 0.7589 | 0.6230 | 0.6843
legal_question_answering_27505 | 0.7827 | 0.7402 | 0.7608
legal_question_answering_78960 | 0.7654 | 0.6787 | 0.7194
legal_question_answering_9352 | 0.8626 | 0.8420 | 0.8522
legal_question_answering_72949 | 0.2174 | 0.4756 | 0.2985
legal_question_answering_542 | 0.7814 | 0.7273 | 0.7534
legal_question_answering_14024 | 0.5803 | 0.5704 | 0.5753
legal_question_answering_32139 | 0.6952 | 0.7623 | 0.7272
legal_question_answering_8871 | 0.6829 | 0.6135 | 0.6464
legal_question_answering_80 | 0.6615 | 0.6677 | 0.6646
legal_question_answering_35839 | 0.7553 | 0.7015 | 0.7274
legal_question_answering_77375 | 0.6722 | 0.6565 | 0.6643
legal_question_answering_43861 | 0.7440 | 0.7164 | 0.7300
legal_question_answering_65561 | 0.6197 | 0.5775 | 0.5978
legal_question_answering_63558 | 0.7242 | 0.6817 | 0.7023
legal_question_answering_8155 | 0.7341 | 0.6605 | 0.6954
legal_question_answering_55839 | 0.5375 | 0.5996 | 0.5668
legal_question_answering_61554 | 0.5790 | 0.6201 | 0.5989
legal_question_answering_17406 | 0.6790 | 0.7288 | 0.7031
legal_question_answering_54585 | 0.7525 | 0.7257 | 0.7388
legal_question_answering_19635 | 0.7283 | 0.7188 | 0.7235
legal_question_answering_41603 | 0.7977 | 0.7789 | 0.7882
legal_question_answering_53617 | 0.7470 | 0.7981 | 0.7717
legal_question_answering_35088 | 0.7815 | 0.7621 | 0.7717
legal_question_answering_21938 | 0.7279 | 0.7811 | 0.7536
legal_question_answering_13417 | 0.7073 | 0.6118 | 0.6561
legal_question_answering_41589 | 0.5951 | 0.6842 | 0.6366
legal_question_answering_21189 | 0.7803 | 0.7467 | 0.7631
legal_question_answering_74058 | 0.3952 | 0.6292 | 0.4855
legal_question_answering_45650 | 0.6472 | 0.6403 | 0.6437
legal_question_answering_40858 | 0.7073 | 0.8234 | 0.7610
legal_question_answering_70823 | 0.3195 | 0.4538 | 0.3750
legal_question_answering_2291 | 0.6447 | 0.6414 | 0.6430
legal_question_answering_5016 | 0.5931 | 0.4400 | 0.5052
legal_question_answering_27014 | 0.7199 | 0.6702 | 0.6941
legal_question_answering_44758 | 0.6722 | 0.7375 | 0.7033
legal_question_answering_46189 | 0.8234 | 0.7422 | 0.7807
legal_question_answering_53542 | 0.4489 | 0.2925 | 0.3542
legal_question_answering_70385 | 0.3595 | 0.6567 | 0.4646
legal_question_answering_71717 | 0.3379 | 0.6685 | 0.4489
legal_question_answering_79310 | 0.7647 | 0.7909 | 0.7776
legal_question_answering_52903 | 0.4979 | 0.2858 | 0.3632
legal_question_answering_24753 | 0.0000 | 0.0000 | 0.0000
legal_question_answering_68747 | 0.3921 | 0.6065 | 0.4763
legal_question_answering_75159 | 0.5297 | 0.5103 | 0.5198
legal_question_answering_56965 | 0.6428 | 0.6389 | 0.6408
legal_question_answering_19332 | 0.7447 | 0.7297 | 0.7371
legal_question_answering_70535 | 0.3703 | 0.6437 | 0.4701
legal_question_answering_22486 | 0.7202 | 0.6683 | 0.6933
legal_question_answering_307 | 0.6814 | 0.6418 | 0.6610
legal_question_answering_26860 | 0.7623 | 0.7578 | 0.7600
legal_question_answering_24786 | 0.6990 | 0.7099 | 0.7044
legal_question_answering_42608 | 0.6682 | 0.7024 | 0.6849
legal_question_answering_69023 | 0.3308 | 0.5823 | 0.4219
legal_question_answering_27644 | 0.6346 | 0.6746 | 0.6540
legal_question_answering_38961 | 0.7676 | 0.6733 | 0.7174
legal_question_answering_56381 | 0.7122 | 0.7387 | 0.7252
legal_question_answering_10381 | 0.6279 | 0.6459 | 0.6367
legal_question_answering_77479 | 0.4385 | 0.7033 | 0.5402
legal_question_answering_64981 | 0.7021 | 0.6838 | 0.6928
legal_question_answering_11908 | 0.6643 | 0.6883 | 0.6761
legal_question_answering_68136 | 0.4731 | 0.7697 | 0.5860
legal_question_answering_30902 | 0.7694 | 0.7303 | 0.7493
legal_question_answering_15727 | 0.7067 | 0.7023 | 0.7045
legal_question_answering_33296 | 0.7104 | 0.6468 | 0.6771
legal_question_answering_76012 | 0.9918 | 0.9882 | 0.9900
legal_question_answering_43255 | 0.6556 | 0.6867 | 0.6708
legal_question_answering_2791 | 0.7232 | 0.6532 | 0.6864
legal_question_answering_40202 | 0.6565 | 0.6542 | 0.6554
legal_question_answering_44488 | 0.7546 | 0.8812 | 0.8130
legal_question_answering_25748 | 0.6975 | 0.6632 | 0.6799
legal_question_answering_59661 | 0.6255 | 0.5311 | 0.5745
legal_question_answering_19017 | 0.6773 | 0.6552 | 0.6661
legal_question_answering_61033 | 0.7097 | 0.7739 | 0.7404
legal_question_answering_6636 | 0.6961 | 0.7394 | 0.7171
legal_question_answering_7581 | 0.6530 | 0.7185 | 0.6842
legal_question_answering_51763 | 0.0000 | 0.0000 | 0.0000
legal_question_answering_78439 | 0.7421 | 0.7633 | 0.7526
legal_question_answering_23400 | 0.7779 | 0.7520 | 0.7647
legal_question_answering_57982 | 0.6290 | 0.7581 | 0.6875
legal_question_answering_77789 | 0.7768 | 0.8981 | 0.8330
legal_question_answering_66304 | 0.6358 | 0.6611 | 0.6482
legal_question_answering_38324 | 0.7355 | 0.7507 | 0.7430
legal_question_answering_15689 | 0.5983 | 0.6137 | 0.6059
legal_question_answering_66486 | 0.2627 | 0.4671 | 0.3363
legal_question_answering_53766 | 0.6875 | 0.6958 | 0.6916
legal_question_answering_25286 | 0.7566 | 0.7480 | 0.7523
legal_question_answering_21909 | 0.7328 | 0.7885 | 0.7596
